% Model:              THGEM.mph
% Version:            COMSOL 6.3.0.290
% Date:               May 25 2026, 16:42
% Dimension:          3
% Nodes:              54098
% Expressions:        1
% Description:        电势
% Length unit:        m
% x                       y                        z                        V (V)
9.849705393932253E-5      1.0888920757873375E-4    0.002000000000000002     -100.00000000000001
9.84961380966565E-5       1.2225016069658708E-4    0.002000000000000002     -100.00000000000001
1.0484355541831153E-4     1.1458718529237693E-4    0.0019898630590861784    -99.95589301479818
8.922491463207033E-5      1.1261143222054959E-4    0.002000000000000002     -100.00000000000001
1.1652369599152081E-4     1.258310909572121E-4     0.002000000000000002     -100.00000000000001
1.289824384965253E-4      1.275330307912832E-4     0.0019897253072508553    -100.07897791268212
1.265735213879022E-4      1.259278536024855E-4     0.0019795883663370315    -100.11112834373866
1.3268484657125165E-4     1.3529276884076673E-4    0.0019794506145017084    -100.2808173713891
1.403439550497401E-4      1.269751843769739E-4     0.0019897253072508553    -100.10687743659314
1.2957356773785457E-4     1.3280676151590596E-4    0.0020000000000000018    -100.00000000000001
1.3327597581258094E-4     1.405664995653895E-4     0.0019897253072508553    -100.20219788995053
1.2022610406624717E-4     1.3359082900669565E-4    0.0019897253072508553    -100.09831809498957
1.2627785288825375E-4     1.4581027289933018E-4    0.001979450614501708     -100.42195101580162
1.4343684945021816E-4     1.4019935770575649E-4    0.0019794506145017084    -100.44883145607834
1.9235305739750296E-4     1.1479281589316055E-4    0.0019811044947942663    -100.21208226558264
1.9503225323621245E-4     1.1976392653754539E-4    0.0019905522473971345    -100.16343309262265
1.8278254974738386E-4     1.1167025722359235E-4    0.001990552247397134     -100.07732383920303
1.8546174558609334E-4     1.1664136786797719E-4    0.0020000000000000018    -100.00000000000001
1.7321204209726476E-4     1.0854769855402416E-4    0.0020000000000000018    -100.00000000000001
1.9496346693921988E-4     1.0483321969240934E-4    0.0019905522473971345    -100.04897748602252
1.9764266277792937E-4     1.0980433033679418E-4    0.002000000000000002     -100.00000000000001
1.8539295928910078E-4     1.0171066102284115E-4    0.0020000000000000018    -100.00000000000001
1.975738764809368E-4      9.487362349165814E-5     0.002000000000000002     -100.00000000000001
1.707500420174658E-4      1.2397367337789195E-4    0.0020000000000000018    -100.00000000000001
1.803205496675849E-4      1.2709623204746015E-4    0.0019905522473971345    -100.19826539080569
2.109759312837454E-4      1.1698823308591792E-4    0.002000000000000002     -100.00000000000001
2.082967354450359E-4      1.1201712244153308E-4    0.0019905522473971345    -100.11201914779933
2.2424041349256886E-4     1.092414289899056E-4     0.002000000000000002     -100.00000000000001
2.1090714498675283E-4     1.0205752624078187E-4    0.002000000000000002     -100.00000000000001
1.867042643291125E-4      1.3770183784363377E-4    0.001980855076711365     -100.62931774076095
1.719629781552455E-4      7.768029077529284E-5     0.002000000000000002     -100.00000000000001
